id_tweet,fecha_creacion,usuario,texto_original,texto_procesado,sentimiento_predicho_texto
1394,2025-05-21 20:48:02,usuario_generado,"Esta tarde hemos rendido homenaje en Madrid a nuestro compañero Gregorio Ordóñez, asesinado por ETA hace 17 años.",tarde rendir homenaje madrid compañero gregorio ordóñez asesinado eta hacer año,positivo
1395,2025-05-21 20:48:02,usuario_generado,Que no se ceda jamás ante las pretensiones terroristas.,ceda jamás pretensión terrorista,negativo
1396,2025-05-21 20:48:02,usuario_generado,"Hello, How are you? | Tras el presidente http://t.co/uwYRbNNL via @telecincoes",hello how are you tras presidente via,neutro
1397,2025-05-21 20:48:02,usuario_generado,Como no se estrena hasta dentro dunas semanas me apetecía verla.La distribuidora m invito a este pase y les pedí permiso pa llevar amiguetes,estrenar dentro duna semana apetecer verlala distribuidoro m invito pase pedir permiso pa llevar amiguet,neutro
1398,2025-05-21 20:48:02,usuario_generado,La pelicula la ha dirigido Juan Martínez Moreno y estará mañana para presentarlaTambien en el plantel de actores Manuel Manquiña,pelicula dirigir juan martínez moreno mañana presentarlatambien plantel actor manuel manquiña,neutro
1399,2025-05-21 20:48:02,usuario_generado,Saludos a todos. Aquí os dejo la portada de hoy viernes 27 de enero http://t.co/qRShym3A,saludo aquí dejar portada hoy viernes enero,neutro
1400,2025-05-21 20:48:02,usuario_generado,Hoy en l ofrenda floral q conmemora el 17 aniversario del asesinato d Gregorio Ordóñez con su viuda y @esperanzaguirre http://t.co/r6aD4gJx,hoy l ofrenda floral q conmemorar aniversario asesinato d gregorio ordóñez viuda,negativo
1401,2025-05-21 20:48:02,usuario_generado,"Por si las moscas, el pase gratuito para followercetes en el cine Palafox de Madrid será HOY dentro de 10 horas 45 minutos.12 del mediodia!",si mosca pase gratuito followercet cine palafox madrid hoy dentro hora minuto mediodia,neutro
1402,2025-05-21 20:48:02,usuario_generado,http://t.co/bKg5vWPG - Os dejo con un pequeño video de nuestro evento de anoche en Lima Peru,dejar pequeño video evento anoche lima peru,neutro
1403,2025-05-21 20:48:02,usuario_generado,Buenos días a todos! Así amanece Madrid: http://t.co/9ATXubzj,buen día así amanecer madrid,positivo
1404,2025-05-21 20:48:02,usuario_generado,El Valencia CF arrasa en el derby del siglo frente a un dignísimo Levante. Ahora a por el Barsa. Y ya lo siento...,valencia cf arrasar derby siglo frente dignísimo levante ahora barsa sentir,neutro
1405,2025-05-21 20:48:02,usuario_generado,"B. Días. Comenzamos en Herrera en la Onda. Mucha economía, Blanco, rescoldos del caso Camps...",b día comenzar herrera onda mucho economía blanco rescoldo caso camps,neutro
1406,2025-05-21 20:48:02,usuario_generado,Portada El País http://t.co/7mNbWTxs ...,portada país,neutro
1407,2025-05-21 20:48:02,usuario_generado,Portada El Mundo http://t.co/bxcYCTvW ...,portada mundo,neutro
1408,2025-05-21 20:48:02,usuario_generado,Portada La Razón http://t.co/fmzXsprN ...,portada razón,neutro
1409,2025-05-21 20:48:02,usuario_generado,Portada La Vanguardia http://t.co/YaMo0mim ...,portar vanguardia,neutro
1410,2025-05-21 20:48:02,usuario_generado,Portada Público http://t.co/qkVAY1a5 ...,portada público,neutro
1411,2025-05-21 20:48:02,usuario_generado,Portada La Gaceta http://t.co/aTmlitbJ ...,portado gaceta,neutro
1412,2025-05-21 20:48:02,usuario_generado,Portada El Periódico http://t.co/zh7CuPCb ...,portada periódico,neutro
1413,2025-05-21 20:48:02,usuario_generado,“@quediario: Portada del diario Qué! del viernes 27 de enero http://t.co/1za6PEV5”,portada diario viernes enero,neutro
1414,2025-05-21 20:48:02,usuario_generado,Portada 20 Minutos - Madrid http://t.co/oSMwMcOc ...,portada minuto madrid,neutro
1415,2025-05-21 20:48:02,usuario_generado,Portada Marca http://t.co/lSpzjDa3 ...,portada marca,neutro
1416,2025-05-21 20:48:02,usuario_generado,Portada http://t.co/KIiip1Q7,portada,neutro
1417,2025-05-21 20:48:02,usuario_generado,"RT @bego_zalbes: Tener paciencia no es sólo saber esperar, es comprender cuando no se da algo en el momento que lo esperas. @callejacarolina",rt tener paciencia sólo saber esperar comprender dar momento esperar,neutro
1418,2025-05-21 20:48:02,usuario_generado,"RT @fejalex: @sevillajordi Buenos dias. Mundo raro este, donde nada es lo que parece.",rt buen dia mundo raro parecer,positivo
1419,2025-05-21 20:48:02,usuario_generado,"Hoy, en EM, el constructor Luis Vilariño, testaferro de José Blanco, según una grabación que figura en el sumario del caso Campeón.",hoy emir constructor luis vilariño testaferro josé blanco según grabación figurar sumario caso campeón,neutro
1420,2025-05-21 20:48:02,usuario_generado,Hoy entrevistamos al único español en la dirección del Banco Central Europeo. Glez Páramo nos hablará de las reformas q le quedan a España.,hoy entrevistir único español dirección banco central europeo glez páramo hablar reforma q quedar españa,negativo
1421,2025-05-21 20:48:02,usuario_generado,Buenos días a todos!,buen día,positivo
1422,2025-05-21 20:48:02,usuario_generado,(2)el mundo podría formar parte d una d estas redes.Los cibercriminales utilizan las 'botnets' para controlar ordenadores ajenos,mundo poder formar parte d d redeslo cibercriminal utilizar botnet controlar ordenador ajeno,negativo
1423,2025-05-21 20:48:02,usuario_generado,(3) y utilizarlos en sus delitos (EP),utilizar él delito ep,negativo
1424,2025-05-21 20:48:02,usuario_generado,Día de recuerdo del holocausto. La luz de la memoria nos recuerda la negra oscuridad de la solución final.,día recuerdo holocausto luz memoria recordar negro oscuridad solución final,negativo
1425,2025-05-21 20:48:02,usuario_generado,"""Spanair, fin de trayecto "", el epílogo de hoy en #ePeriödico.http://t.co/Pzum1t65",spanair fin trayecto epílogo hoy,neutro
1426,2025-05-21 20:48:02,usuario_generado,Qué poco me gusta esto. ¿A vosotros? Twitter censurará los mensajes que sean ofensivos según la cultura de cada país http://t.co/2A0lRFTT,gustar twitter censurar mensaje ofensivo según cultura cada país,positivo
1427,2025-05-21 20:48:02,usuario_generado,"Con el Gobierno del PP( +apoyo IU) el diferencial de paro en Extremadura con España, pasa de 2 a 6 puntos.",gobierno pp apoyo iu diferencial paro extremadura españa pasar punto,negativo
1428,2025-05-21 20:48:02,usuario_generado,"Bdías! hacia a las 13.30 estaré en la tertulia política d @mananascuatro con @mrtfernandez y cia .. arreglando un poco el país, cómo no! :-)",bdía hacia tertulia político d cia arreglar país cómo,negativo
1429,2025-05-21 20:48:02,usuario_generado,"En los años 2008, 2009 y 2010 en Extremadura se destruyó la mitad de empleo que en España. En el segundo semestre de 2011, 2.5 veces más.",año extremadura destruir mitad empleo españa segundo semestre vez,negativo
1430,2025-05-21 20:48:02,usuario_generado,"La ONU recibió ""por error"" 16 kilos de cocaína en su sede de Nueva York http://t.co/qIVuTWPU",onu recibir error kilo cocaína sede nueva york,negativo
1431,2025-05-21 20:48:02,usuario_generado,"Día clave para el futuro de Spanair, via @cbuesa http://t.co/ouJL0u0r vía @elperiodico_cas",día clave futuro spanair via vía,neutro
1432,2025-05-21 20:48:02,usuario_generado,"Mi artículo en LA GACETA, hoy: ""Réquiem por unas siglas"" | Intereconomía | 698594 http://t.co/NJHHqIjh vía @intereconomia",artículo gaceta hoy réquiem uno sigla intereconomir vía,neutro
1433,2025-05-21 20:48:02,usuario_generado,Con @montagito y Su cara peluda :) http://t.co/1eqtCqjW,cara peludo,neutro
1434,2025-05-21 20:48:02,usuario_generado,"Don Limón, camino de un gintónic: http://t.co/rDcNGlWV",don limón camino gintónic,positivo
1435,2025-05-21 20:48:02,usuario_generado,"Felipe González participará mañana, sábado en un acto de mi candidatura a la S.G. del PSOE. Será en Madrid junto a @patxilopez. RbCb",felipe gonzález participar mañana sábado acto candidatura sg psoe madrid junto rbcb,neutro
1436,2025-05-21 20:48:02,usuario_generado,#FF a @funnybrice aunque nunca haga falta.,aunque nunca hacer falta,negativo
1437,2025-05-21 20:48:02,usuario_generado,"El acto con Felipe, Patxi, Micaela y María será en el Invernadero de Arganzuela. Todas las generaciones del PSOE juntas. Os esperamos.RbCb",acto felipe patxi micaela maría invernadero arganzuelar todo generación psoe juntas esperamosrbcb,neutro
1438,2025-05-21 20:48:02,usuario_generado,"PALMA DE MALLORCA, se puede pedir más??????!!! Hoy arranca #YesWeSpainIsDiferent !!! http://t.co/IT2BpdxX",palma mallorca poder pedir hoy arranca,neutro
1439,2025-05-21 20:48:02,usuario_generado,"Aquí os dejo foto del vino!, salud!! http://t.co/6dBscCc4",aquí dejar foto vino salud,neutro
1440,2025-05-21 20:48:02,usuario_generado,Y aquí la foto dl vino!!  http://t.co/k5vgaMAZ,aquí foto dl venir,neutro
1441,2025-05-21 20:48:02,usuario_generado,Desde las 10h el Canal 24h TVE emite ya en 16:9,h canal h tve emitir,neutro
1442,2025-05-21 20:48:02,usuario_generado,Cinco consejos para que te retuiteen más en Twitter http://t.co/MHcYSQeh #redessociales,cinco consejo retuitear twitter,neutro
1443,2025-05-21 20:48:02,usuario_generado,"El Supremo inculpa a Garzón por un delito de cohecho impropio. Habla de 1,2 millones de dólares. María Peral lo adelanta en EL MUNDO",supremo inculpa garzón delito cohecho impropio habla millón dólares maría peral adelantar mundo,negativo
1444,2025-05-21 20:48:02,usuario_generado,Modo reunión otra vez,modo reunión vez,neutro
1445,2025-05-21 20:48:02,usuario_generado,"Fijaos en que, aunque el tipo sea cohecho impropio, el auto del juez Marchena dice que Garzón se lucró a cuenta de lo recaudado.",fijao aunque tipo cohecho impropio auto juez marchena decir garzón lucró cuenta recaudado,negativo
1446,2025-05-21 20:48:02,usuario_generado,"En estos momentos, rueda de prensa para valorar Consejo de Gobierno... http://t.co/e7IglrPg",momento rodar prensa valorar consejo gobierno,neutro
1447,2025-05-21 20:48:02,usuario_generado,"Esta tarde, a partir de las 17 horas, estaré en Es.Radio con Luis Herrero para hablar de La Trampa.",tarde partir hora esradio luis herrero hablar trampa,neutro
1448,2025-05-21 20:48:02,usuario_generado,"Páramo (BCE) sobre ka quinielas q le colocaba como ministro de Economía: no le voy a hablar a Noe de lluvia"".",páramir bce ka quiniela q colocar ministro economía ir hablar noe lluvia,neutro
1449,2025-05-21 20:48:02,usuario_generado,en el Acto en recuerdo del Holocausto en la Asamblea de Madrid.,acto recuerdo holocausto asamblea madrid,neutro
1450,2025-05-21 20:48:02,usuario_generado,"No les basta con el linchamiento como juez, quieren también denigrarlo como persona. Una burla a la justicia y a la ética.",bastar linchamiento juez querer denigrar él persona burla justicia ética,negativo
1451,2025-05-21 20:48:02,usuario_generado,"Mi grupo parlamentario soy solo yo y casi nunca tomamos decisiones por unanimidad (Unamuno, diputado de la República)",grupo parlamentario solo casi nunca tomar decisión unanimidad unamuno diputado república,neutro
1452,2025-05-21 20:48:02,usuario_generado,Sobre la educación inclusiva de las personas con discapacidad RT @cgimenezs http://t.co/oL8iymZw @Tonicanto1 @mdlhe... http://t.co/Sr6wCORF,educación inclusivo persona discapacidad rt,positivo
1453,2025-05-21 20:48:02,usuario_generado,Casaste por lo civil y no ir a misa no te hace laico si luego das un pregón en una iglesia. Es querer ser el cura y el que casa.,casastir civil ir misa hacer laico si luego dar pregón iglesia querer ser cura casar,neutro
1454,2025-05-21 20:48:02,usuario_generado,Policías demostrando una vez mas su valor y sacrificio.Localizado el cuerpo de uno de los policías que auxiliaron... http://t.co/8FbJO1B1,policía demostrar vez mas valor sacrificiolocalizar cuerpo policía auxiliar,negativo
1455,2025-05-21 20:48:02,usuario_generado,"Twitter censurará según la cultura de cada país. Vamos, que en España podemos estar tranquilos.",twitter censurar según cultura cada país ir españa poder tranquilos,neutro
1456,2025-05-21 20:48:02,usuario_generado,http://t.co/qxnVkKtE q nerviossss!!!;)),q nerviosss,negativo
1457,2025-05-21 20:48:02,usuario_generado,El Supremo aprecia indicios de que Garzón cometió cohecho impropio (EP),supremo apreciar indicio garzón cometer cohecho impropio ep,negativo
1458,2025-05-21 20:48:02,usuario_generado,Espero veros y espero miles en la manifestación por la justicia y la memoria el Domingo.,esperar vero esperar mil manifestación justicia memoria domingo,positivo
1459,2025-05-21 20:48:02,usuario_generado,La velocidad de la justicia contra Garzón es digna de mejores causas. (Inculpado por cohecho impropio). http://t.co/TN5r9iZJ,velocidad justicia garzón digno mejor causa inculpado cohecho impropio,negativo
1460,2025-05-21 20:48:02,usuario_generado,Os dejo mi análisis de la comparecencia de Morenés. http://t.co/FI5h1cLO,dejar análisis comparecencia morenés,negativo
1461,2025-05-21 20:48:02,usuario_generado,¿Creará Facebook su propia página de noticias? http://t.co/XMTvLtT9 vía @233_grados,crear facebook propio página noticia vío,neutro
1462,2025-05-21 20:48:02,usuario_generado,Los diarios de pago se convierten en gratuitos http://t.co/SeInbMac Bienvenidos al club!,diario pago convertir gratuito bienvenido club,neutro
1463,2025-05-21 20:48:02,usuario_generado,artículo riguroso y para la reflexión sobre el copago http://t.co/FpbGAZY5,artículo riguroso reflexión copago,neutro
1464,2025-05-21 20:48:02,usuario_generado,Empieza la rueda de prensa del Consejo de Ministros con @SorayaPP @JmSoria y Montoro. Lo cuenta @servimedia en Moncloa,empezar rueda prensa consejo ministro montoro contar moncloa,neutro
1465,2025-05-21 20:48:02,usuario_generado,Victor Garcia de la Concha director del #Cervantes #c,victor garcia concha director,neutro
1466,2025-05-21 20:48:02,usuario_generado,Victor García de la Concha al frente del Instituto Cervantes,victor garcía concha frente instituto cervantes,neutro
1467,2025-05-21 20:48:02,usuario_generado,"Víctor García de la Concha, director del Instituto Cervantes",víctor garcía concha director instituto cervantes,neutro
1468,2025-05-21 20:48:02,usuario_generado,"Con el Gobierno Rajoy, ¿los directores de gabinete ahora tienen a su vez una directora de gabinete? http://t.co/9KTFbqgE",gobierno rajoy director gabinete ahora vez directora gabinete,neutro
1469,2025-05-21 20:48:02,usuario_generado,Desde hoy soy #masfan de @jmsoria !!!,hoy,positivo
1470,2025-05-21 20:48:02,usuario_generado,"En 1h 6 tuiteros han reclamado autoría sobre mi tuit. Gracias, no necesito que me escribáis más borradores. Y luego hablamos de #Copyleft...",h tuitero reclamar autoría tuit gracias necesitar escribáis borrador luego hablar,neutro
1471,2025-05-21 20:48:02,usuario_generado,Yo también. “@PilarGGranja: Desde hoy soy #masfan de @jmsoria !!!”,hoy,positivo
1472,2025-05-21 20:48:02,usuario_generado,"Me ha parecido ver desde el Ave un almendro ya florido, cerca de Tarragona! A 27 de enero! No es demasiado temprano?",parecer ver ave almendro florido cerca tarragona enero demasiado temprano,neutro
1473,2025-05-21 20:48:02,usuario_generado,"Como me alegro ! Twitter censurará los mensajes que sean ofensivos según la cultura de cada país"" http://t.co/fmdDPmTW via @elmundoes",alegrar twitter censurar mensaje ofensivo según cultura cada país via,neutro
1474,2025-05-21 20:48:02,usuario_generado,Participando en un acto en recuerdo del Día de la Memoria del Holocausto y prevención de los Crímenes contra la Humanidad #AsambleaMadrid,participar acto recuerdo día memoria holocausto prevención crimen humanidad,negativo
1475,2025-05-21 20:48:02,usuario_generado,@sanchez_sonia @demiguelr @sgueina estáis invitados a una mía cuando queráis,invitado queráis,neutro
1476,2025-05-21 20:48:02,usuario_generado,Rajoy sigue huido del Congreso desde su investidura. Tanta prisa por dar confianza al país y habla más con Merkel que con los diputados.,rajoy seguir huido congreso investidura tanto prisa dar confianza país hablar merkel diputado,negativo
1477,2025-05-21 20:48:02,usuario_generado,"Maldonado sustituye a España en la portavocía del PP; Martín Rojo, en Economía, y Caneda, en Turismo  http://t.co/JUQWXQLn vía @diario_sur",maldonado sustituir españa portavocía pp martín rojo economía caneda turismo vía,neutro
1478,2025-05-21 20:48:02,usuario_generado,Ey! Aqui esta el artista! Jajajaja @reciomanolo valora la actuación de la Junta en los ERE http://t.co/PdMoNI4k,ey aqui artista jajajaja valorar actuación junta ere,positivo
1479,2025-05-21 20:48:02,usuario_generado,Ole ahi los tios valientes! Griñán  no desvelará si prefiere a Rubalcaba o Chacón para liderar el PSOE http://t.co/SMqi4P5Y,o él ahi tio valiente griñán desvelar si preferir rubalcar chacón liderar psoe,negativo
1480,2025-05-21 20:48:02,usuario_generado,. @diputacionMLG participa en un programa europeo con Jordania e Israel sobre prevención de contaminación en acuíferos http://t.co/gQyNygZt,participar programa europeo jordania israel prevención contaminación acuífero,neutro
1481,2025-05-21 20:48:02,usuario_generado,En el caso de los #EREs comienzan las imputaciones a Delegados de Empleo de la Junta de Andalucía. Quien autorizaba todas esas subvenciones?,caso comenzar imputación delegado empleo junta andalucía autorizar todo subvención,negativo
1482,2025-05-21 20:48:02,usuario_generado,"Dira algo? RT @PPOjen: @RecioManolo ¿me explica el 31,23% de #paro (1.240.000 andaluces y andaluzas)? http://t.co/gaaMN30z #elcambioandaluz",dirar rt explicar andaluz andaluza,neutro
1483,2025-05-21 20:48:02,usuario_generado,El día que conmemoramos la barbarie del holocausto un recuerdo también a los defensores de derechos humanos que mueren cada día en A.Latina,día conmemoramos barbarie holocausto recuerdo defensor derechos humanos morir cada día alatina,neutro
1484,2025-05-21 20:48:02,usuario_generado,"Esta tarde tengo charla en Arriondas a partir de las siete, si el tiempo lo permite.",tarde char él arrionda partir siete si tiempo permitir,positivo
1485,2025-05-21 20:48:02,usuario_generado,Qué parte de la ciudad tan inhóspita! Ni un banco en las calles para peatones. O al parque o a las bares! http://t.co/QaWSiHIf,parte ciudad tanto inhóspitar banco calle peatón parque bar,negativo
1486,2025-05-21 20:48:02,usuario_generado,La realidad ...otra vez........https://twitter.com/unicef_es/status/162908992711049216,realidad vez,negativo
1487,2025-05-21 20:48:02,usuario_generado,"“@copeatalaya: Y en México,el plato son los jumiles, pequeñitos que se sirven vivos. ¿Los habéis probado?”Pican un poco en el paladar.",méxicoel plato jumil pequeñito servir vivo probadopicar paladar,positivo
1488,2025-05-21 20:48:02,usuario_generado,"BarçaTV, el enemigo en casa para Xavi (Los del Madrid) http://t.co/P6SarL1z",barçatv enemigo casa xavi madrid,neutro
1489,2025-05-21 20:48:02,usuario_generado,La vida va pasando y tenemos que ser conscientes para no perdernos ni un sólo instante porque es de las pocas cosas irreversibles q hay...,vida ir pasar ser consciente perderno sólo instante poco cosa irreversible q,negativo
1490,2025-05-21 20:48:02,usuario_generado,Jueza valiente “@libertaddigital: Alaya imputa al actual director general de Trabajo de la Junta http://t.co/1NKVPgDn”,jueza valiente alaya imputar actual director general trabajo junta,negativo
1491,2025-05-21 20:48:02,usuario_generado,Interesante...RT @rtve: ¿Por qué nos enamoramos? http://t.co/ZFouYxDr  ' El porqué de la ciencia' vía @A_Valenzuela,interesantert enamoramos porqué ciencia vío,neutro
1492,2025-05-21 20:48:02,usuario_generado,"El instructor lazarillo es la nueva justicia creativa que guía, a las acusaciones de extrema derecha, hacia la prevaricación o el cohecho.",instructor lazarillo nuevo justicia creativo guir acusación extremo derecha hacia prevaricación cohecho,negativo
1493,2025-05-21 20:48:02,usuario_generado,"RT @joseramongoni:  La cuestión es que los censores empiezan suprimiendo frases como ""hijos de p."" y terminan creyendo que todos lo somos.",rt cuestión censor empezar suprimir frase hijo p terminar creer,neutro
1494,2025-05-21 20:48:02,usuario_generado,¿Alguna autonomía más quiere inventarse una aerolinea?,alguno autonomía querer inventar él aerolinea,negativo
1495,2025-05-21 20:48:02,usuario_generado,Fotos de la Comisión Aragonesa para la Conmemoración del Compromiso Caspe de 2012http://t.co/1n7L1RKk,foto comisión aragonés conmemoración compromiso caspe,neutro
1496,2025-05-21 20:48:02,usuario_generado,"Este año conmemoramos el sexto centenario de la firma de la Concordia de Alcañiz, que dio paso a la (cont) http://t.co/8L2jJqj0",año conmemoramos sexto centenario firma concordia alcañiz dar paso cont,positivo
1497,2025-05-21 20:48:02,usuario_generado,"Tenéis razón, @icanogar @basketmaniaco . Mejor no dar ideas ;-)",razón mejor dar idea,positivo
1498,2025-05-21 20:48:02,usuario_generado,En la UE no saben q Rajoy juró no subir más a un helicóptero tras su accidente con Aguirre: tendrá q usarlo para llegar al Consejo Europeo,ue saber q rajoy jurar subir helicóptero tras accidente aguirre q usar él llegar consejo europeo,negativo
1499,2025-05-21 20:48:02,usuario_generado,Santiago González. Sobre el jurado. http://t.co/ezHwI2Qb,santiago gonzález jurado,neutro
1500,2025-05-21 20:48:02,usuario_generado,En A Coruña junto a las familias y los compañeros de los #heroesorzan,coruña junto familia compañero,positivo
1501,2025-05-21 20:48:02,usuario_generado,"La importancia de llamarse Mario:Monti y Draghi. Merkel les respeta.  Angela,Nicolás y Mario(no necesariamente Italia).Nuestro papel, pensad",importancia llamar él mariomonti draghi merkel respetar angelanicolás mariono necesariamente italianuestrir papel pensad,neutro
1502,2025-05-21 20:48:02,usuario_generado,"¿Por qué escandaliza tanto que el jurado de Camps sea ágrafo, además de popular? Es el 'hoygan' medio en un país donde apenas se lee.",escandalizar jurado camps ágrafo además popular hoygan medio país apenas leer,neutro
1503,2025-05-21 20:48:02,usuario_generado,"Valcárcel, presidente de Murcia, pide a Rajoy una ""revisión"" del sistema de financiación. Otra, quiero de ir.",valcárcel presidente murcia pedir rajoy revisión sistema financiación querer ir,neutro
1504,2025-05-21 20:48:02,usuario_generado,Lo raro sería que de una muestra al azar de la sociedad española saliese un texto sin más de una docena de erratas. Eso sí sorprendería.,rarir muestra azar sociedad español saliesar texto docena errata sorprender,neutro
1505,2025-05-21 20:48:02,usuario_generado,Torres-Dulce ya es fiscal general del Estado http://t.co/fiDxEZ4V,torresdulce fiscal general,negativo
1506,2025-05-21 20:48:02,usuario_generado,Lo de las erratas también tiene que ver con el cambio de una sociedad del libro a una digital. Este texto va de eso http://t.co/dqOWyOWT,errata ver cambio sociedad libro digital texto ir,neutro
1507,2025-05-21 20:48:02,usuario_generado,no deja de ser curioso que la filtración de la charla de Xavi se haya producido desde el canal oficial del Barcelona.,dejar ser curioso filtración charla xavi producir canal oficial barcelona,neutro
1508,2025-05-21 20:48:02,usuario_generado,"Trillo aprende inglés a marchas forzadas, preparándose para su nuevo destino http://t.co/ZhIdf9gc”",trillo aprender inglés marcha forzado preparar él nuevo destino,positivo
1509,2025-05-21 20:48:02,usuario_generado,El Presidente #Cascos atiende nuestra llamada a la responsabilidad #Asturias,presidente atender llamada responsabilidad,negativo
1510,2025-05-21 20:48:02,usuario_generado,El Presidente #Cascos acepta la presentación de un nuevo documento que recoja cifras que den respuesta a la situación que #Asturias requiere,presidente aceptar presentación nuevo documento recojar cifra dar respuesta situación requerir,negativo
1511,2025-05-21 20:48:02,usuario_generado,"Fitch rebaja 2 peldaños la calificación de solvencia de España, Italia y Eslovenia / vía EFE",fitch rebajar peldaño calificación solvencia españa italia eslovenia vía efe,neutro
1512,2025-05-21 20:48:02,usuario_generado,Qué pena... Perdimos.....y d nuevo Dinamarca...,pena perdimosy d nuevo dinamarca,positivo
1513,2025-05-21 20:48:02,usuario_generado,"Patxi López aboga x acercamiento individual y ""reinsertar en la democracia"" a los amigos de los etarras. ¿Diferencias con Batasuna?",patxi lópez aboga x acercamiento individual reinsertar democracia amigo etarra diferencia batasuna,negativo
1514,2025-05-21 20:48:02,usuario_generado,Hoy es el Día de la Shoá mi recuerdo a todas las víctimas del Holocausto http://t.co/H7BZYxzr #terribles #fotografías NO OLVIDAR,hoy día shoá recuerdo todo víctima holocausto olvidar,negativo
1515,2025-05-21 20:48:02,usuario_generado,Nada mala “@Cescparishuguet: @pedroj_ramirez ¿Y qué me dices de esta combinación?  http://t.co/vJuQkhV2”,malo decir combinación,negativo
1516,2025-05-21 20:48:02,usuario_generado,Patxi López pide la legalización de Batasuna en su reunión con Rajoy,patxi lópez pedir legalización batasuna reunión rajoy,neutro
1517,2025-05-21 20:48:02,usuario_generado,"¿Tiene sentido la moratoria termosolar? Lo hablaremos con, Javier Anta, presidente de la Asociación Fotovoltaica. @TelediarioInter 20:30",moratoria termosolar hablarar javier anta presidente asociación fotovoltaico,negativo
1518,2025-05-21 20:48:02,usuario_generado,"Derecho a Vivir emprende la campaña ""Aborto Cero"". Nos lo contará Gador Joya en @TelediarioInter 20:30",derecho vivir emprender campaña aborto cero contar gador joya,positivo
1519,2025-05-21 20:48:02,usuario_generado,"Patxi López no quiere decir que ha pedido a  Rajoy una política penitenciaria más flexible sino ""una política de Estado que ...",patxi lópez querer decir pedir rajoy política penitenciario flexible sino política,negativo
1520,2025-05-21 20:48:02,usuario_generado,RT: “@leonburrera: Si no #Spanair que si hay que ir se va...”,rt si si ir ir,positivo
1521,2025-05-21 20:48:02,usuario_generado,¿Cuál será el futuro político de Camps? @TelediarioInter 20:30,cuál futuro político camps,neutro
1522,2025-05-21 20:48:02,usuario_generado,¿Afecta al futuro político de Blanco la instrucción decl caso Campeón? @TelediarioInter 20:30,afectar futuro político blanco instrucción decl caso campeón,negativo
1523,2025-05-21 20:48:02,usuario_generado,"La ley y nada más, sin excepciones, ni indultos generales ni amnistías, las fuerzas de seguridad como garantes, la memoria, las ...",ley excepción indulto general amnistía fuerza seguridad garante memoria,negativo
1524,2025-05-21 20:48:02,usuario_generado,"Antiperiodismo: dar como noticia que un perro muerde a un gato, (al revés seria un notición).",antiperiodismo dar noticia perro muerde gato revés seriar notición,negativo
1525,2025-05-21 20:48:02,usuario_generado,Y si hiciera un día de Rizzo??? http://t.co/IYG9UCZq http://t.co/wQo4Ohdy,si hacer día rizzo,neutro
1526,2025-05-21 20:48:02,usuario_generado,en Alicante con @TmirapercevalG @SaraAlcoi @ElenaValenciano @AAlvarezAlvarez @AlexGea #massocialismo #masIgualdad http://t.co/vFUrkmNB”,alicante,neutro
1527,2025-05-21 20:48:02,usuario_generado,¿Que efectos tuvo para la deuda española la rebaja de dos escalones de S&P? Ninguno ¿Que efecto tendrá la rebaja de Fitch? El mismo.,efecto deuda español rebaja dos escalón sp ninguno efecto rebaja fitch mismo,negativo
1528,2025-05-21 20:48:02,usuario_generado,El @PSOE deja un mercado d trabajo 'Siniestro Total'. Editorial @13tv_AlDia a las 20.30  @13television,dejar mercado d trabajo siniestro total editorial,negativo
1529,2025-05-21 20:48:02,usuario_generado,"Muere El ex DAO Fernández Chico. A pesar de su oscuro papel en algunos asuntos clave, descanse en paz.",morir ex dao fernández chico pesar oscuro papel asunto clave descanse paz,negativo
1530,2025-05-21 20:48:02,usuario_generado,Off. Me voy zumbando al @TelediarioInter!!,off ir zumbar,negativo
1531,2025-05-21 20:48:02,usuario_generado,"La exvicepresidenta socialista, María Teresa Fernández de la Vega, estará mañana en principio en el acto a favor de Carme Chacón ...",exvicepresidenta socialista maría teresa fernández vega mañana principio acto favor car yo chacón,neutro
1532,2025-05-21 20:48:02,usuario_generado,Menuda paja mental “@pedroapa48: @pedroj_ramirez querido director qué hay de verdad en esto que cuenta Eulogio: http://t.co/fihCCKhS”,menudo paja mental querido director verdad contar eulogio,neutro
1533,2025-05-21 20:48:02,usuario_generado,Barajas no factura vuelos de Spanair. Fomento intenta recolocar a los  pasajeros en otros aviones de otras compañias,baraja facturar vuelo spanair fomento intentar recolocar pasajero avión compañia,neutro
1534,2025-05-21 20:48:02,usuario_generado,Veo tuits que nos acusan de vulnerar el off the record de las palabras de Xavi. ¿Con quién pactó él eso? Desde luego con nadie de EM.,ver tuits acusar vulnerar off the record palabra xavi quién pactar luego nadie em,negativo
1535,2025-05-21 20:48:02,usuario_generado,"Antes cartujo “@SirNisvenson: @pedroapa48 querido director, no sería más posible que fuera a vivir a la Moncloa con Rajoy y Soraya?”",cartujo querido director posible vivir moncloa rajoy soraya,neutro
1536,2025-05-21 20:48:02,usuario_generado,Spanair al borde del cierre. Otro sueño de grandeza de la Generalitat que acaba en fiasco.,spanair borde cierre sueño grandeza generalitat acabar fiasco,negativo
1537,2025-05-21 20:48:02,usuario_generado,"Significa que somos una única delegación, nada más y nada menos. El voto es secreto e individual. Y en el congreso nos reuniremos.",significar único delegación menos voto secreto individual congreso reunirer,neutro
